date,city,pm25,pm10,no2,so2,co,o3,aqi_proxy
2025-09-23,Nashik,32.6,94.16,20.25,2.39,1.18,20.8,94.01
2025-09-24,Nashik,8.61,42.79,16.03,11.87,1.36,20.31,35.86
2025-09-25,Nashik,40.62,45.62,20.86,8.4,1.15,19.24,113.06
2025-09-26,Nashik,33.19,74.9,23.91,9.78,1.21,25.41,95.27
2025-09-27,Nashik,53.37,83.6,37.41,5.18,0.44,21.76,144.94
2025-09-28,Nashik,28.74,94.48,13.65,6.96,1.24,23.09,85.76
2025-07-01,Varanasi,30.48,73.86,31.94,11.81,1.09,18.18,89.48
2025-07-02,Varanasi,51.77,56.77,38.47,11.23,1.68,26.76,140.93
2025-07-03,Varanasi,5.98,44.51,25.38,5.17,0.95,25.77,24.93
2025-07-04,Varanasi,32.04,44.33,31.33,8.74,0.98,26.96,92.83
2025-07-05,Varanasi,31.15,90.19,23.33,11.17,0.33,25.24,90.92
2025-07-06,Varanasi,26.95,48.37,31.94,9.87,0.28,26.97,81.94
2025-07-07,Varanasi,40.88,53.98,17.69,2.43,0.94,21.55,113.7
2025-07-08,Varanasi,42.55,72.87,15.51,7.92,0.98,16.77,117.87
2025-07-09,Varanasi,15.61,82.12,28.45,8.87,0.79,23.65,57.71
2025-07-10,Varanasi,16.83,48.05,24.17,7.99,0.43,16.13,60.31
2025-07-11,Varanasi,27.92,85.61,16.77,7.62,1.18,20.81,84.02
2025-07-12,Varanasi,36.51,41.51,18.76,11.5,1.68,27.65,102.77
2025-07-13,Varanasi,47.36,52.36,17.16,6.27,2.05,20.75,129.9
2025-07-14,Varanasi,41.96,75.07,26.83,7.13,0.6,6.15,116.39
2025-07-15,Varanasi,50.17,57.33,9.8,8.51,1.25,27.25,136.93
2025-07-16,Varanasi,47.05,52.05,17.49,6.24,1.41,9.79,129.12
2025-07-17,Varanasi,35.73,87.7,31.85,9.33,1.51,5.96,100.83
2025-07-18,Varanasi,51.1,72.55,34.08,3.68,0.38,33.33,139.25
2025-07-19,Varanasi,23.39,63.4,29.43,9.52,1.51,24.07,74.33
2025-07-20,Varanasi,21.06,82.43,29.95,1.75,1.65,7.62,69.36
2025-07-21,Varanasi,46.27,55.71,29.71,8.73,1.07,25.57,127.18
2025-07-22,Varanasi,34.06,84.37,42.47,3.18,0.1,20.07,97.14
2025-07-23,Varanasi,29.0,62.27,17.62,9.82,0.53,25.12,86.33
2025-07-24,Varanasi,39.06,71.61,26.65,10.05,1.1,20.51,109.16
2025-07-25,Varanasi,39.42,80.12,31.18,2.06,1.01,16.02,110.05
2025-07-26,Varanasi,41.2,83.68,22.16,5.01,1.32,21.58,114.51
2025-07-27,Varanasi,47.6,99.61,30.35,7.9,1.81,24.02,130.49
2025-07-28,Varanasi,25.16,51.17,16.91,7.18,1.27,14.32,78.12
2025-07-29,Varanasi,27.84,72.02,29.22,7.12,1.18,15.29,83.84
2025-07-30,Varanasi,22.93,67.39,28.57,7.89,0.74,21.04,73.35
2025-07-31,Varanasi,51.08,78.37,22.78,4.12,0.79,22.09,139.2
2025-08-01,Varanasi,34.68,76.55,25.86,6.09,0.88,35.09,98.46
2025-08-02,Varanasi,25.94,41.15,10.63,6.14,1.46,19.53,79.78
2025-08-03,Varanasi,49.27,65.27,31.63,4.93,0.78,22.81,134.69
2025-08-04,Varanasi,36.46,60.75,24.67,8.97,0.51,20.56,102.65
2025-08-05,Varanasi,27.67,59.12,27.52,5.69,0.28,21.39,83.48
2025-08-06,Varanasi,21.63,79.23,31.24,1.0,0.77,24.39,70.58
2025-08-07,Varanasi,17.28,84.5,32.72,6.71,0.77,8.48,61.28
2025-08-08,Varanasi,42.11,106.57,37.71,6.62,0.64,27.44,116.77
2025-08-09,Varanasi,31.89,77.39,26.27,7.48,1.49,28.8,92.49
2025-08-10,Varanasi,28.04,50.59,4.49,6.16,0.64,24.69,84.28
2025-08-11,Varanasi,30.88,65.45,31.69,8.39,1.03,32.42,90.33
2025-08-12,Varanasi,43.85,61.71,22.1,9.57,1.16,15.66,121.12
2025-08-13,Varanasi,43.86,92.66,33.24,11.83,1.91,32.75,121.15
2025-08-14,Varanasi,38.1,64.62,9.92,7.23,1.29,23.0,106.75
2025-08-15,Varanasi,10.89,62.51,29.55,4.12,1.15,25.05,45.37
2025-08-16,Varanasi,44.61,99.38,19.85,7.75,1.17,26.34,123.02
2025-08-17,Varanasi,39.7,96.28,5.4,8.45,1.27,20.96,110.76
2025-08-18,Varanasi,6.7,67.28,18.59,12.23,1.23,17.67,27.91
2025-08-19,Varanasi,7.49,77.94,28.6,6.55,1.32,20.44,31.19
2025-08-20,Varanasi,48.23,90.59,12.52,3.01,1.89,28.03,132.08
2025-08-21,Varanasi,17.31,35.28,25.11,3.77,0.95,22.04,61.35
2025-08-22,Varanasi,31.18,89.05,38.17,5.76,0.63,24.79,90.99
2025-08-23,Varanasi,51.09,57.54,29.99,4.69,1.09,15.53,139.24
2025-08-24,Varanasi,31.69,63.09,27.57,12.53,0.92,10.92,92.08
2025-08-25,Varanasi,30.22,72.83,25.02,6.73,1.68,23.42,88.93
2025-08-26,Varanasi,30.67,50.46,9.18,8.19,1.18,16.35,89.9
2025-08-27,Varanasi,32.27,64.29,18.73,4.82,1.24,21.01,93.3
2025-08-28,Varanasi,24.66,48.5,21.92,9.97,1.16,20.88,77.06
2025-08-29,Varanasi,38.09,96.49,28.56,7.98,1.34,21.54,106.71
2025-08-30,Varanasi,35.25,57.77,11.61,8.23,1.22,20.89,99.68
2025-08-31,Varanasi,46.48,54.34,10.29,5.11,0.46,24.57,127.69
2025-09-01,Varanasi,25.43,89.02,32.45,4.43,0.76,25.74,78.7
2025-09-02,Varanasi,44.72,49.72,25.9,1.0,0.86,29.09,123.3
2025-09-03,Varanasi,69.53,74.53,14.07,5.66,1.11,18.08,164.87
2025-09-04,Varanasi,21.81,58.6,26.62,6.69,0.73,18.58,70.96
2025-09-05,Varanasi,27.76,47.03,17.91,9.13,0.99,11.79,83.68
2025-09-06,Varanasi,46.5,77.38,13.63,6.1,0.76,26.53,127.75
2025-09-07,Varanasi,30.46,68.52,23.59,2.76,1.64,26.55,89.45
2025-09-08,Varanasi,25.0,72.4,31.99,7.37,1.7,39.89,77.77
2025-09-09,Varanasi,33.6,58.58,17.31,1.0,1.58,20.34,96.16
2025-09-10,Varanasi,44.01,89.64,15.57,4.41,1.78,21.91,121.52
2025-09-11,Varanasi,25.41,46.87,22.76,11.72,1.35,23.27,78.64
2025-09-12,Varanasi,52.8,96.25,26.86,15.53,0.98,28.88,143.5
2025-09-13,Varanasi,24.69,80.6,19.28,8.58,2.04,27.89,77.11
2025-09-14,Varanasi,39.75,53.35,26.14,4.18,1.43,27.23,110.88
2025-09-15,Varanasi,29.24,98.47,34.8,7.65,1.31,18.76,86.83
2025-09-16,Varanasi,30.32,46.66,20.43,6.89,0.42,25.98,89.15
2025-09-17,Varanasi,43.25,64.56,2.0,6.44,0.52,18.91,119.63
2025-09-18,Varanasi,50.37,55.37,17.27,9.69,0.8,17.7,137.43
2025-09-19,Varanasi,58.01,75.81,31.71,8.68,1.14,29.89,152.75
2025-09-20,Varanasi,55.03,60.03,23.09,7.07,0.91,28.21,149.06
2025-09-21,Varanasi,35.91,105.84,32.82,11.29,0.6,17.21,101.26
2025-09-22,Varanasi,22.8,91.78,14.93,4.39,0.63,38.77,73.08
2025-09-23,Varanasi,30.77,77.28,14.29,10.08,0.37,16.53,90.11
2025-09-24,Varanasi,24.84,72.63,17.92,11.77,1.28,18.14,77.44
2025-09-25,Varanasi,45.72,60.58,19.68,9.89,0.1,26.76,125.8
2025-09-26,Varanasi,25.44,54.37,39.99,5.61,1.46,23.81,78.71
2025-09-27,Varanasi,38.91,64.04,22.04,11.78,1.45,19.52,108.78
2025-09-28,Varanasi,21.91,57.63,32.57,10.74,1.3,12.5,71.17
2025-07-01,Vadodara,41.23,92.47,24.8,13.14,0.55,27.06,114.58
2025-07-02,Vadodara,19.51,86.83,27.72,12.6,1.28,20.24,66.05
2025-07-03,Vadodara,27.51,62.94,20.0,11.24,1.59,13.65,83.14
2025-07-04,Vadodara,34.78,70.38,18.36,8.51,1.66,28.14,98.68
2025-07-05,Vadodara,49.43,54.43,24.21,4.9,1.18,24.41,135.09
2025-07-06,Vadodara,43.9,92.84,28.9,4.62,0.54,25.99,121.25
2025-07-07,Vadodara,52.54,68.97,12.64,13.45,1.28,23.61,142.85
2025-07-08,Vadodara,19.17,68.07,29.61,8.71,0.81,22.2,65.31
2025-07-09,Vadodara,25.41,100.35,30.7,5.63,0.61,24.16,78.65
2025-07-10,Vadodara,24.92,56.16,13.29,4.17,1.15,21.45,77.61
2025-07-11,Vadodara,62.79,78.97,14.29,2.59,1.24,20.55,157.78
2025-07-12,Vadodara,50.47,75.07,9.04,4.14,0.81,25.13,137.67
2025-07-13,Vadodara,21.73,72.23,13.93,7.22,1.23,31.65,70.79
2025-07-14,Vadodara,35.91,51.01,35.71,6.65,1.39,18.82,101.27
2025-07-15,Vadodara,32.69,49.44,25.31,9.61,0.88,19.71,94.2
2025-07-16,Vadodara,35.62,48.81,10.8,8.26,1.04,21.92,100.55
2025-07-17,Vadodara,39.83,81.43,22.99,3.83,0.82,26.29,111.08
2025-07-18,Vadodara,33.87,55.43,17.12,9.05,0.99,27.55,96.73
2025-07-19,Vadodara,44.69,62.71,32.26,7.62,1.19,9.23,123.22
2025-07-20,Vadodara,22.37,50.41,21.89,7.54,1.14,24.8,72.16
2025-07-21,Vadodara,23.47,79.44,37.32,6.14,0.81,18.34,74.51
2025-07-22,Vadodara,34.39,57.43,10.32,2.83,1.49,30.01,97.85
2025-07-23,Vadodara,49.8,68.84,14.5,5.89,0.48,13.33,136.01
2025-07-24,Vadodara,37.03,79.51,40.2,6.95,0.54,21.85,104.07
2025-07-25,Vadodara,29.68,57.65,26.56,3.56,1.13,26.48,87.78
2025-07-26,Vadodara,50.94,74.76,32.64,5.87,0.96,30.73,138.85
2025-07-27,Vadodara,16.34,59.03,32.62,6.57,0.97,21.0,59.27
2025-07-28,Vadodara,35.57,90.65,31.93,7.23,1.52,24.5,100.43
2025-07-29,Vadodara,43.89,48.89,38.14,7.86,0.1,32.55,121.22
2025-07-30,Vadodara,34.29,61.12,19.75,8.52,0.72,18.88,97.63
2025-07-31,Vadodara,25.0,59.63,18.55,9.76,1.19,24.43,77.78
2025-08-01,Vadodara,39.16,64.12,15.15,12.62,1.45,32.51,109.39
2025-08-02,Vadodara,45.05,57.83,5.01,3.51,1.33,21.75,124.12
2025-08-03,Vadodara,27.61,32.61,23.87,3.95,0.79,27.59,83.36
2025-08-04,Vadodara,21.6,49.89,25.72,9.82,0.92,31.7,70.5
2025-08-05,Vadodara,17.75,38.51,11.69,2.24,1.21,16.44,62.28
2025-08-06,Vadodara,15.14,73.57,29.41,10.35,1.43,17.15,56.72
2025-08-07,Vadodara,34.53,75.03,18.95,7.69,0.58,18.88,98.15
2025-08-08,Vadodara,37.25,97.29,32.9,9.18,1.11,21.66,104.64
2025-08-09,Vadodara,17.4,53.02,18.5,8.92,1.46,26.98,61.54
2025-08-10,Vadodara,47.92,69.78,16.35,7.05,0.79,26.36,131.31
2025-08-11,Vadodara,29.25,66.19,29.75,4.98,1.47,14.42,86.86
2025-08-12,Vadodara,35.71,64.36,29.91,3.08,0.47,27.28,100.78
2025-08-13,Vadodara,28.87,66.26,18.73,9.94,1.2,23.67,86.06
2025-08-14,Vadodara,21.2,80.22,16.99,5.22,0.53,21.35,69.65
2025-08-15,Vadodara,45.97,72.12,20.25,7.53,1.12,22.88,126.43
2025-08-16,Vadodara,34.39,45.61,24.14,1.93,1.31,16.09,97.85
2025-08-17,Vadodara,48.7,53.7,38.23,2.28,0.6,24.0,133.24
2025-08-18,Vadodara,41.97,63.84,32.06,4.81,0.92,20.52,116.44
2025-08-19,Vadodara,27.24,32.24,24.26,6.85,1.51,14.88,82.56
2025-08-20,Vadodara,26.7,93.45,27.38,8.85,1.26,25.26,81.4
2025-08-21,Vadodara,57.26,72.42,17.27,9.12,0.85,22.37,151.96
2025-08-22,Vadodara,36.45,49.69,19.12,8.63,0.86,27.75,102.64
2025-08-23,Vadodara,23.05,50.21,40.5,2.61,1.07,33.47,73.6
2025-08-24,Vadodara,33.29,95.11,29.3,7.18,1.03,9.69,95.49
2025-08-25,Vadodara,28.61,71.29,25.26,14.6,1.19,26.27,85.5
2025-08-26,Vadodara,46.88,77.93,22.76,6.96,0.94,25.15,128.69
2025-08-27,Vadodara,31.56,80.81,16.35,7.64,1.7,21.06,91.79
2025-08-28,Vadodara,56.12,72.1,24.18,7.55,0.96,10.84,150.76
2025-08-29,Vadodara,44.48,112.49,28.29,8.82,1.01,29.6,122.7
2025-08-30,Vadodara,32.08,72.11,10.91,5.61,1.23,27.7,92.91
2025-08-31,Vadodara,43.69,48.69,11.85,8.95,0.78,27.77,120.73
2025-09-01,Vadodara,16.29,69.25,25.44,8.64,0.67,10.85,59.18
2025-09-02,Vadodara,35.97,78.99,32.17,6.12,1.39,25.49,101.42
2025-09-03,Vadodara,49.87,67.57,10.52,7.0,1.12,25.82,136.16
2025-09-04,Vadodara,13.45,59.61,29.95,6.89,0.96,33.92,53.1
2025-09-05,Vadodara,20.56,92.65,32.34,6.52,1.07,22.22,68.3
2025-09-06,Vadodara,34.77,55.04,20.27,6.13,0.95,20.57,98.65
2025-09-07,Vadodara,5.0,67.66,18.65,1.6,0.94,19.99,20.83
2025-09-08,Vadodara,51.15,60.43,31.09,11.35,0.83,21.92,139.37
2025-09-09,Vadodara,53.69,71.91,26.74,5.98,1.35,22.36,145.74
2025-09-10,Vadodara,10.41,59.52,14.01,7.54,0.71,25.19,43.36
2025-09-11,Vadodara,35.24,44.7,20.97,9.06,1.54,16.94,99.66
2025-09-12,Vadodara,21.74,108.79,24.64,7.47,0.78,23.43,70.82
2025-09-13,Vadodara,54.18,73.32,32.78,7.29,0.67,18.24,146.96
2025-09-14,Vadodara,20.95,73.37,34.08,7.68,0.96,17.84,69.13
2025-09-15,Vadodara,39.74,45.87,16.24,9.9,0.97,20.65,110.85
2025-09-16,Vadodara,30.1,80.68,24.4,4.97,0.8,21.07,88.67
2025-09-17,Vadodara,35.48,65.18,22.08,7.34,1.07,17.76,100.19
2025-09-18,Vadodara,45.87,57.19,24.53,1.02,0.99,15.94,126.18
2025-09-19,Vadodara,20.67,115.12,25.5,10.88,1.42,27.75,68.53
2025-09-20,Vadodara,30.77,99.9,30.99,7.32,1.19,21.46,90.11
2025-09-21,Vadodara,33.55,66.6,27.15,12.42,0.6,29.35,96.04
2025-09-22,Vadodara,27.66,91.73,20.84,8.44,1.02,11.7,83.47
2025-09-23,Vadodara,55.39,60.39,25.56,4.04,0.55,21.77,149.97
2025-09-24,Vadodara,26.53,44.86,23.88,2.75,1.13,21.42,81.05
2025-09-25,Vadodara,5.0,56.06,27.36,4.01,1.28,24.69,20.83
2025-09-26,Vadodara,20.37,66.65,30.22,4.57,1.0,29.43,67.88
2025-09-27,Vadodara,21.66,75.25,14.61,6.72,1.26,7.97,70.64
2025-09-28,Vadodara,26.76,76.37,26.03,5.63,0.64,26.1,81.53
2025-07-01,Srinagar,30.87,80.51,27.77,5.86,1.51,19.06,90.31
2025-07-02,Srinagar,49.09,96.03,33.0,6.66,2.1,23.35,134.22
2025-07-03,Srinagar,39.43,71.67,17.12,11.09,0.85,28.3,110.07
2025-07-04,Srinagar,47.38,80.08,18.56,6.18,0.1,21.71,129.95
2025-07-05,Srinagar,41.61,61.23,18.29,6.31,1.57,22.17,115.53
2025-07-06,Srinagar,54.8,59.8,25.29,5.9,1.91,23.8,148.49
2025-07-07,Srinagar,58.4,63.4,35.73,7.55,1.41,15.41,153.16
2025-07-08,Srinagar,38.32,47.68,26.9,2.64,1.04,28.83,107.3
2025-07-09,Srinagar,40.33,45.33,8.93,8.69,1.71,16.73,112.33
2025-07-10,Srinagar,59.55,68.96,8.73,2.52,1.39,23.25,154.37
2025-07-11,Srinagar,50.79,55.79,24.35,7.22,1.02,20.23,138.48
2025-07-12,Srinagar,29.21,71.66,26.64,7.96,1.56,15.15,86.77
2025-07-13,Srinagar,11.95,88.6,16.6,6.06,0.84,19.03,49.78
2025-07-14,Srinagar,18.09,59.36,30.51,7.19,1.28,19.71,63.02
2025-07-15,Srinagar,44.47,58.11,7.42,8.15,1.39,19.36,122.68
2025-07-16,Srinagar,48.26,53.26,29.58,12.43,1.09,21.23,132.14
2025-07-17,Srinagar,31.95,100.2,27.06,13.63,1.19,18.34,92.62
2025-07-18,Srinagar,25.44,67.8,6.93,5.78,0.9,23.83,78.72
2025-07-19,Srinagar,55.88,67.83,7.93,4.46,1.18,22.9,150.5
2025-07-20,Srinagar,53.37,87.78,31.85,6.55,1.52,17.4,144.92
2025-07-21,Srinagar,46.55,64.35,13.56,8.98,1.64,19.9,127.86
2025-07-22,Srinagar,54.61,59.61,16.27,6.76,0.93,18.49,148.03
2025-07-23,Srinagar,39.36,62.92,23.61,8.04,0.81,21.73,109.89
2025-07-24,Srinagar,25.1,43.02,29.69,12.32,1.51,24.37,77.99
2025-07-25,Srinagar,25.97,62.46,32.51,1.0,0.93,26.56,79.85
2025-07-26,Srinagar,20.4,77.32,27.6,2.84,1.11,18.51,67.95
2025-07-27,Srinagar,38.41,81.41,27.38,7.42,1.2,15.2,107.54
2025-07-28,Srinagar,32.32,51.21,32.16,9.25,1.35,32.83,93.41
2025-07-29,Srinagar,29.77,57.28,21.23,2.39,0.47,26.29,87.98
2025-07-30,Srinagar,17.51,47.46,23.59,5.96,1.43,22.67,61.78
2025-07-31,Srinagar,23.98,87.59,30.01,2.97,1.18,18.0,75.61
2025-08-01,Srinagar,24.85,105.58,24.88,6.55,1.11,27.43,77.46
2025-08-02,Srinagar,25.1,57.35,29.14,2.65,1.48,12.75,78.0
2025-08-03,Srinagar,29.43,34.62,14.98,11.09,1.5,29.01,87.25
2025-08-04,Srinagar,16.43,47.54,27.19,9.35,0.76,18.73,59.47
2025-08-05,Srinagar,22.98,105.23,22.22,7.29,1.11,28.85,73.47
2025-08-06,Srinagar,20.17,88.8,12.45,10.7,0.39,21.7,67.45
2025-08-07,Srinagar,54.04,83.24,27.9,4.05,0.79,30.26,146.59
2025-08-08,Srinagar,40.33,87.3,25.25,6.35,1.39,24.15,112.32
2025-08-09,Srinagar,31.34,39.68,31.8,8.52,0.84,29.63,91.32
2025-08-10,Srinagar,35.8,72.47,30.72,9.21,1.2,20.89,101.0
2025-08-11,Srinagar,57.16,62.16,30.22,6.95,1.26,29.62,151.86
2025-08-12,Srinagar,30.52,80.96,26.44,5.28,1.58,26.67,89.58
2025-08-13,Srinagar,26.85,88.08,16.22,7.11,0.91,26.59,81.73
2025-08-14,Srinagar,27.99,83.47,28.86,6.07,1.81,18.01,84.17
2025-08-15,Srinagar,18.96,88.35,8.52,11.68,1.12,13.58,64.88
2025-08-16,Srinagar,21.25,34.15,26.46,3.22,1.28,19.93,69.76
2025-08-17,Srinagar,29.06,79.76,29.62,10.64,0.83,21.81,86.44
2025-08-18,Srinagar,25.59,70.89,17.61,5.93,0.91,23.6,79.04
2025-08-19,Srinagar,34.2,79.05,23.66,5.46,1.16,16.84,97.44
2025-08-20,Srinagar,41.39,63.63,26.18,7.86,1.72,24.55,114.98
2025-08-21,Srinagar,33.81,53.41,30.06,6.39,0.47,21.35,96.6
2025-08-22,Srinagar,34.43,49.81,22.15,6.99,1.06,29.68,97.92
2025-08-23,Srinagar,17.64,108.63,23.89,8.94,1.13,11.82,62.05
2025-08-24,Srinagar,21.3,58.06,32.08,3.05,0.74,23.72,69.88
2025-08-25,Srinagar,39.53,77.33,16.36,2.41,1.3,30.87,110.34
2025-08-26,Srinagar,29.06,44.93,20.82,8.38,0.99,30.43,86.45
2025-08-27,Srinagar,45.34,72.65,8.81,5.12,0.86,17.66,124.85
2025-08-28,Srinagar,34.59,70.6,9.75,9.61,1.09,24.32,98.27
2025-08-29,Srinagar,41.06,50.75,33.0,6.77,1.69,16.72,114.15
2025-08-30,Srinagar,50.73,55.73,44.59,4.34,1.5,20.13,138.32
2025-08-31,Srinagar,43.42,69.08,16.36,1.0,2.08,22.36,120.05
2025-09-01,Srinagar,5.0,73.31,29.22,5.05,0.8,22.09,20.83
2025-09-02,Srinagar,48.55,70.91,36.29,10.59,0.99,12.57,132.89
2025-09-03,Srinagar,30.61,78.22,24.19,9.1,1.43,25.5,89.77
2025-09-04,Srinagar,29.8,77.98,41.84,2.73,1.27,33.18,88.03
2025-09-05,Srinagar,18.68,87.07,32.62,2.77,1.36,20.34,64.28
2025-09-06,Srinagar,30.51,58.45,32.93,6.86,0.89,19.73,89.55
2025-09-07,Srinagar,27.9,44.46,19.35,7.55,1.24,29.45,83.97
2025-09-08,Srinagar,35.77,57.82,15.78,8.08,1.03,21.4,100.93
2025-09-09,Srinagar,37.68,79.54,26.39,6.69,0.76,18.49,105.7
2025-09-10,Srinagar,42.77,58.43,12.85,10.68,0.7,22.56,118.43
2025-09-11,Srinagar,38.55,67.01,3.75,8.37,1.61,26.58,107.87
2025-09-12,Srinagar,9.07,111.8,13.79,3.96,1.39,25.3,37.79
2025-09-13,Srinagar,34.82,57.1,34.91,7.08,0.45,29.58,98.77
2025-09-14,Srinagar,37.75,92.37,29.48,14.37,0.96,22.03,105.89
2025-09-15,Srinagar,42.44,62.33,30.64,1.0,1.05,21.29,117.59
2025-09-16,Srinagar,30.66,48.9,30.48,5.69,1.16,22.1,89.86
2025-09-17,Srinagar,39.77,96.93,25.65,9.72,1.14,19.11,110.92
2025-09-18,Srinagar,32.7,63.6,29.28,7.52,0.76,20.73,94.24
2025-09-19,Srinagar,14.94,64.08,24.04,12.63,1.62,15.83,56.29
2025-09-20,Srinagar,37.19,73.94,22.73,6.7,0.94,33.15,104.47
2025-09-21,Srinagar,28.41,74.76,3.85,9.67,1.55,15.55,85.06
2025-09-22,Srinagar,25.64,74.69,22.92,8.6,0.97,33.24,79.14
2025-09-23,Srinagar,25.57,122.07,34.19,9.7,0.66,27.34,78.99
2025-09-24,Srinagar,39.28,44.28,11.98,8.27,1.03,18.94,109.7
2025-09-25,Srinagar,45.62,50.62,19.98,5.26,1.28,11.68,125.54
2025-09-26,Srinagar,27.66,33.47,21.1,9.37,1.38,17.55,83.45
2025-09-27,Srinagar,41.81,66.69,35.85,6.81,0.1,27.48,116.02
2025-09-28,Srinagar,27.34,61.67,26.3,2.93,1.11,25.21,82.78
2025-07-01,Thiruvananthapuram,38.49,56.99,32.63,4.21,0.83,21.77,107.74
2025-07-02,Thiruvananthapuram,37.47,61.94,33.84,8.09,1.11,24.08,105.18
2025-07-03,Thiruvananthapuram,42.39,73.14,9.98,10.47,1.13,26.3,117.47
2025-07-04,Thiruvananthapuram,27.5,32.5,4.92,4.37,1.29,30.54,83.13
2025-07-05,Thiruvananthapuram,36.28,45.89,17.28,11.28,0.56,35.07,102.19
2025-07-06,Thiruvananthapuram,54.92,109.32,26.48,6.18,1.22,27.99,148.81
2025-07-07,Thiruvananthapuram,25.37,45.44,21.28,4.88,1.58,18.83,78.58
2025-07-08,Thiruvananthapuram,35.94,89.54,35.41,7.83,1.23,16.36,101.36
2025-07-09,Thiruvananthapuram,46.12,93.79,9.38,12.49,0.8,26.1,126.8
2025-07-10,Thiruvananthapuram,33.48,65.59,21.84,4.22,1.29,20.79,95.91
2025-07-11,Thiruvananthapuram,15.75,44.46,12.05,5.63,1.27,17.82,58.02
2025-07-12,Thiruvananthapuram,45.67,66.17,21.86,7.25,1.64,14.58,125.68
2025-07-13,Thiruvananthapuram,52.77,86.58,23.79,10.75,0.95,24.06,143.43
2025-07-14,Thiruvananthapuram,24.88,84.59,17.11,7.05,1.35,28.74,77.52
2025-07-15,Thiruvananthapuram,22.88,82.01,15.56,1.0,0.78,27.85,73.25
2025-07-16,Thiruvananthapuram,33.25,57.21,24.47,7.27,1.33,12.61,95.4
2025-07-17,Thiruvananthapuram,32.28,70.54,13.17,3.06,0.93,22.61,93.34
2025-07-18,Thiruvananthapuram,33.55,56.74,19.14,6.01,1.2,29.93,96.05
2025-07-19,Thiruvananthapuram,7.94,81.8,23.61,8.78,1.55,18.47,33.1
2025-07-20,Thiruvananthapuram,44.68,49.68,24.71,6.47,1.1,16.94,123.2
2025-07-21,Thiruvananthapuram,36.88,97.39,15.28,7.77,1.42,20.74,103.69
2025-07-22,Thiruvananthapuram,50.23,59.79,23.02,4.22,1.13,22.51,137.09
2025-07-23,Thiruvananthapuram,41.11,55.11,18.25,8.59,1.64,26.18,114.29
2025-07-24,Thiruvananthapuram,57.02,80.81,28.86,9.24,1.68,29.89,151.71
2025-07-25,Thiruvananthapuram,18.23,81.15,24.9,6.62,0.37,13.31,63.31
2025-07-26,Thiruvananthapuram,28.64,37.93,20.68,9.34,0.85,23.23,85.55
2025-07-27,Thiruvananthapuram,19.31,72.26,27.34,2.93,0.78,14.63,65.61
2025-07-28,Thiruvananthapuram,38.91,70.38,23.21,6.82,1.21,24.51,108.76
2025-07-29,Thiruvananthapuram,26.45,53.86,22.88,6.63,1.9,20.21,80.87
2025-07-30,Thiruvananthapuram,37.03,77.27,35.01,4.77,1.62,21.49,104.06
2025-07-31,Thiruvananthapuram,62.54,73.98,13.59,6.61,1.61,22.79,157.51
2025-08-01,Thiruvananthapuram,36.12,86.89,23.59,6.57,0.7,32.66,101.8
2025-08-02,Thiruvananthapuram,18.05,70.47,27.57,7.16,0.58,16.61,62.92
2025-08-03,Thiruvananthapuram,39.95,52.73,7.71,8.36,0.73,26.21,111.38
2025-08-04,Thiruvananthapuram,28.84,60.17,23.23,3.78,0.75,20.69,85.99
2025-08-05,Thiruvananthapuram,18.49,80.5,20.55,2.85,0.86,22.89,63.86
2025-08-06,Thiruvananthapuram,27.79,75.48,28.28,14.41,1.54,12.61,83.74
2025-08-07,Thiruvananthapuram,26.77,59.62,27.32,4.4,0.87,15.02,81.56
2025-08-08,Thiruvananthapuram,23.61,53.2,19.81,3.64,1.47,24.91,74.81
2025-08-09,Thiruvananthapuram,14.92,67.09,11.01,11.23,1.73,22.0,56.23
2025-08-10,Thiruvananthapuram,22.07,53.04,19.42,6.88,1.63,27.93,71.51
2025-08-11,Thiruvananthapuram,43.89,69.75,13.97,4.89,1.1,15.09,121.24
2025-08-12,Thiruvananthapuram,35.77,82.26,27.42,8.72,0.33,30.42,100.94
2025-08-13,Thiruvananthapuram,16.19,66.97,30.02,8.28,0.57,15.87,58.94
2025-08-14,Thiruvananthapuram,37.09,78.39,15.19,8.38,0.47,26.02,104.23
2025-08-15,Thiruvananthapuram,24.36,71.57,24.3,10.68,1.18,18.97,76.41
2025-08-16,Thiruvananthapuram,37.45,110.21,29.38,7.02,0.75,18.6,105.11
2025-08-17,Thiruvananthapuram,42.0,50.69,24.14,11.51,1.14,15.34,116.51
2025-08-18,Thiruvananthapuram,58.98,102.32,27.46,11.03,0.97,26.54,153.77
2025-08-19,Thiruvananthapuram,30.34,43.37,45.85,2.98,1.2,24.12,89.19
2025-08-20,Thiruvananthapuram,40.02,66.76,23.82,7.62,1.27,22.33,111.55
2025-08-21,Thiruvananthapuram,31.6,40.01,39.14,8.81,1.16,18.81,91.88
2025-08-22,Thiruvananthapuram,22.61,86.7,23.41,9.06,0.54,31.73,72.67
2025-08-23,Thiruvananthapuram,43.8,65.61,27.25,9.42,0.55,32.08,120.99
2025-08-24,Thiruvananthapuram,38.52,52.97,14.9,10.16,1.16,24.96,107.8
2025-08-25,Thiruvananthapuram,32.9,46.85,27.72,6.61,1.07,36.64,94.65
2025-08-26,Thiruvananthapuram,43.98,86.61,45.82,8.35,1.13,17.93,121.44
